1,10 May 2014,23:16:23,1399734983.06,http://lemans.local/api/,200,OK,48,5.075465,5.075411,default_timer
1,10 May 2014,23:16:28,1399734988.09,http://lemans.local/api/,200,OK,48,5.025733,5.025683,default_timer
1,10 May 2014,23:16:33,1399734993.11,http://lemans.local/api/,200,OK,48,5.020063,5.020009,default_timer
1,10 May 2014,23:16:38,1399734998.14,http://lemans.local/api/,200,OK,48,5.024098,5.024049,default_timer
1,10 May 2014,23:16:43,1399735003.16,http://lemans.local/api/,200,OK,48,5.024510,5.024451,default_timer
1,10 May 2014,23:16:48,1399735008.18,http://lemans.local/api/,200,OK,48,5.021817,5.021779,default_timer
1,10 May 2014,23:16:53,1399735013.21,http://lemans.local/api/,200,OK,48,5.028865,5.028816,default_timer
1,10 May 2014,23:16:58,1399735018.25,http://lemans.local/api/,200,OK,48,5.036344,5.036293,default_timer
1,10 May 2014,23:17:03,1399735023.27,http://lemans.local/api/,200,OK,48,5.018890,5.018834,default_timer
1,10 May 2014,23:17:08,1399735028.3,http://lemans.local/api/,200,OK,48,5.027918,5.027867,default_timer
1,10 May 2014,23:17:13,1399735033.33,http://lemans.local/api/,200,OK,48,5.029161,5.029019,default_timer
