1,10 May 2014,23:31:07,1399735867.36,http://lemans.local/api//question/add,200,OK,71,5.233249,5.233188,default_timer
1,10 May 2014,23:31:12,1399735872.46,http://lemans.local/api//question/add,200,OK,71,5.094374,5.094311,default_timer
1,10 May 2014,23:31:17,1399735877.54,http://lemans.local/api//question/add,200,OK,71,5.085694,5.085631,default_timer
1,10 May 2014,23:31:22,1399735882.62,http://lemans.local/api//question/add,200,OK,71,5.072271,5.072219,default_timer
1,10 May 2014,23:31:27,1399735887.71,http://lemans.local/api//question/add,200,OK,71,5.095529,5.095389,default_timer
1,10 May 2014,23:31:32,1399735892.81,http://lemans.local/api//question/add,200,OK,71,5.094411,5.094285,default_timer
1,10 May 2014,23:31:37,1399735897.89,http://lemans.local/api//question/add,200,OK,71,5.081540,5.081462,default_timer
1,10 May 2014,23:31:42,1399735902.97,http://lemans.local/api//question/add,200,OK,71,5.076536,5.076485,default_timer
1,10 May 2014,23:31:48,1399735908.02,http://lemans.local/api//question/add,200,OK,71,5.051601,5.051548,default_timer
1,10 May 2014,23:31:53,1399735913.07,http://lemans.local/api//question/add,200,OK,71,5.049787,5.049731,default_timer
1,10 May 2014,23:31:58,1399735918.13,http://lemans.local/api//question/add,200,OK,71,5.053575,5.053481,default_timer
1,10 May 2014,23:32:03,1399735923.19,http://lemans.local/api//question/add,200,OK,71,5.061178,5.061139,default_timer
